Track.Name,Artist,songId,Region,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01
Issues,Julia Michaels,1sXUWdKx03aP9Gmzft58rt,Denmark,,,,6,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Denmark,,,,7,1,1,1,3,,,,
Deja Vu,Scarlet Pleasure,4MV2H0Jeh08sv5L5IU7fGn,Denmark,,,,8,,,,,,,,
Mask Off,Future,3rOSwuTsUlJp0Pu0MkN8r8,Denmark,,,,9,,,,,,,,
Skejsen,Molo,4hI5PS8GWCftS1AUgNlJV1,Denmark,,,,10,,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Denmark,,,,,2,,,,,,,
Mamacita,KESI,5OSH98PlarYwozcSR7lY19,Denmark,,,,,3,9,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Denmark,,,,,4,8,,,,,,
Habibi Aiwa,Gilli,1UUj1iScVn6wOXiBSyBhLn,Denmark,,,,,5,5,,,,,,
Unforgettable,French Montana,1F2HXIJrE2Xn81OzT2zZvW,Denmark,,,,,7,,10,,,,,
Deja Vu,Scarlet Pleasure,0qDsNqGDsozhw2HciwwuWu,Denmark,,,,,10,,,,,,,
Rica,Gilli,69oJmQ3NnWHQriYQ4L8dKa,Denmark,,,,,,2,2,2,7,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Denmark,,,,,,3,8,,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Denmark,,,,,,4,4,,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,Denmark,,,,,,6,6,4,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Denmark,,,,,,7,3,6,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Denmark,,,,,,10,9,,,,,
Justin,Fie Laursen,48MTwjfEROwajMRRpR88ws,Denmark,,,,,,,5,8,,,,
Op,KESI,263jcrCMb0ttw18hoGQTN4,Denmark,,,,,,,7,,,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Denmark,,,,,,,,1,8,,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Denmark,,,,,,,,5,2,,,
Lay Lay,PAY,1y1YFAf9maXPz5IVI50mEh,Denmark,,,,,,,,7,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Denmark,,,,,,,,9,,,,
Følelsen,KESI,7LSpHN7E9EKZo2YovzqOAV,Denmark,,,,,,,,10,3,,,
Comme Ci Comme Ça,Basim,7h6hAh9bRNXs9BKIdqj0xX,Denmark,,,,,,,,,1,,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Denmark,,,,,,,,,4,4,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Denmark,,,,,,,,,5,9,,
1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,Denmark,,,,,,,,,6,1,6,
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Denmark,,,,,,,,,9,5,9,
Dedikeret,Molo,5q4N9tT4vSmDqdE9eaN7mN,Denmark,,,,,,,,,10,7,,
Gi Mig Det Hele,NODE,5l7xuwTFa8MPhqnNXM7Yz5,Denmark,,,,,,,,,,2,,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Denmark,,,,,,,,,,3,1,3
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Denmark,,,,,,,,,,6,2,
JACKPOT,MellemFingaMuzik,446v5k1vekgc8U5yqsmd5N,Denmark,,,,,,,,,,8,,
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,Denmark,,,,,,,,,,10,,
Let You Down,NF,6mrKP2jyIQmM0rw6fQryjr,Denmark,,,,,,,,,,,3,9
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Denmark,,,,,,,,,,,4,
Ensom,Gulddreng,2lEpqKYhwFGg2IEe8eqYHz,Denmark,,,,,,,,,,,5,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Denmark,,,,,,,,,,,7,
Indifférent,NODE,2mEdVaLBy8vfztnZojEG6F,Denmark,,,,,,,,,,,8,
Ca Ca,ZK,5DyuG6Bg2I1qdOgZ8PNHfJ,Denmark,,,,,,,,,,,10,
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Denmark,,,,,,,,,,,,1
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Denmark,,,,,,,,,,,,2
Stilen Lagt,Molo,6gNQyLZeyk4JMwpsNST9bv,Denmark,,,,,,,,,,,,4
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Denmark,,,,,,,,,,,,5
Tinka,Burhan G,5lfdk3SoWmqFc4FPYklQm4,Denmark,,,,,,,,,,,,6
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Denmark,,,,,,,,,,,,7
Merry Christmas Everyone - Remastered,Shakin' Stevens,2ISl1zekPsc26sUQpVt8UB,Denmark,,,,,,,,,,,,8
Mistletoe,Justin Bieber,32OWobmyAz8J2qA8iWekyS,Denmark,,,,,,,,,,,,10
Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,Bolivia,1,4,5,10,,,,,,,,
Otra Vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,Bolivia,2,6,7,7,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Bolivia,3,7,8,,,,,,,,,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,Bolivia,4,2,2,2,,2,3,3,2,3,10,9
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Bolivia,5,1,1,1,6,,,,,,,
Traicionera,Sebastian Yatra,5J1c3M4EldCfNxXwrwt8mT,Bolivia,6,9,,,,,,,,,,
Safari,J Balvin,6rQSrBHf7HlZjtcMZ4S4bO,Bolivia,7,10,,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Bolivia,8,5,3,3,4,6,9,,,,,
Vente Pa' Ca,Ricky Martin,7DM4BPaS7uofFul3ywMe46,Bolivia,9,,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Bolivia,10,,,,,,,,,,,
El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,Bolivia,,3,4,4,8,,,,,,,
Vacaciones,Wisin,3dQDid3IUNhZy1OehIfYfE,Bolivia,,8,10,,,,,,,,,
SUBEME LA RADIO,Enrique Iglesias,7nKBxz47S9SD79N086fuhn,Bolivia,,,6,5,9,,,,,,,
Me Llamas (feat. Maluma) - Remix,Piso 21,5hEM0JchdVzQ5PwvSfITeX,Bolivia,,,9,,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Bolivia,,,,6,5,9,,,,,,
Sigo Extrañándote,J Balvin,6qDF4wWL49CAVbgT7yuHl8,Bolivia,,,,8,10,10,,,,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,Bolivia,,,,9,1,1,1,4,7,,,
Me Rehúso,Danny Ocean,6Zosz8w6CmdGMZM6p4JlbQ,Bolivia,,,,,2,,,,,,,
Hey DJ,CNCO,209gZgcfLq2aUuu51vOWBl,Bolivia,,,,,3,4,6,6,,,,
Escápate Conmigo,Wisin,2cnKEkpVUSV4wnjQiTWfH6,Bolivia,,,,,7,5,5,5,6,,,
Una Lady Como Tú,Manuel Turizo,7MHN1aCFtLXjownGhvEQlF,Bolivia,,,,,,3,2,2,3,,,
Báilame,Nacho,7lRsNbdOGykkMAgsqs4R1C,Bolivia,,,,,,7,8,10,,,,
Ahora Dice,Chris Jeday,22eADXu8DfOAUEDw4vU8qy,Bolivia,,,,,,8,7,7,,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Bolivia,,,,,,,4,1,1,8,,
Besándote,Piso 21,13X0XdLMOdtbXVtAj2ox4h,Bolivia,,,,,,,10,,,,,
Robarte un Beso,Carlos Vives,4z3GJkrtH97Bj6fRta983T,Bolivia,,,,,,,,8,4,4,,
Bonita,J Balvin,693iqPOQvhI7PobtR8CC8v,Bolivia,,,,,,,,9,8,,,
Mayores,Becky G,7JNh1cfm0eXjqFVOzKLyau,Bolivia,,,,,,,,,5,1,5,8
Báilame - Remix,Nacho,3VClLWqNn80Llv0PJOsKgr,Bolivia,,,,,,,,,9,6,,
Suena El Dembow,Joey Montana,5TysCiZtv1HnSWcTcUFusI,Bolivia,,,,,,,,,10,2,2,6
Que Va,Alex Sensation,7ofxPmTNMj2GP07g1VZa0O,Bolivia,,,,,,,,,,5,6,7
Se Preparó,Ozuna,1m69ELEgE6k5ZWsap40ozt,Bolivia,,,,,,,,,,7,,
Criminal,Natti Natasha,2SmgFAhQkQCQPyBiBxR6Te,Bolivia,,,,,,,,,,9,9,
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,33bnxcjePIkcmNjEFTJX0l,Bolivia,,,,,,,,,,10,1,1
Criminal,Natti Natasha,6Za3190Sbw39BBC77WSS1C,Bolivia,,,,,,,,,,,3,4
Corazón,Maluma,4lESS6vuruP6a79KWRaQou,Bolivia,,,,,,,,,,,4,2
Sensualidad,Bad Bunny,5hcisvFMidkMJlElTO9Qmw,Bolivia,,,,,,,,,,,7,5
Échame La Culpa,Luis Fonsi,1zsG4eaZmkA1dvjDDsAGLK,Bolivia,,,,,,,,,,,8,3
Downtown,Anitta,3Ga6eKrUFf12ouh9Yw3v2D,Bolivia,,,,,,,,,,,,10
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Poland,1,1,1,1,1,2,3,,,,,9
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Poland,2,7,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Poland,3,5,7,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Poland,4,2,5,,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Poland,5,,,,,,,,,,,
Tuesday,Burak Yeter,7abpmGpF7PGep2rDU68GBR,Poland,6,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Poland,7,3,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Poland,8,,,,,,,,,,,
I Feel It Coming,The Weeknd,5GXAXm5YOmYT0kL5jHvYBt,Poland,9,10,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Poland,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Poland,,4,,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Poland,,6,2,3,3,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Poland,,8,9,,,,,,,,,
Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,Poland,,9,6,4,,6,6,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Poland,,,3,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Poland,,,4,2,6,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Poland,,,8,9,,,,,,,,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Poland,,,10,,,,,,,,7,7
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Poland,,,,5,7,8,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,Poland,,,,6,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Poland,,,,7,2,1,5,,,,,
Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,Poland,,,,8,8,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Poland,,,,10,4,7,8,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Poland,,,,,5,,,,,,,
Malibu,Miley Cyrus,2habSXqcJGExM6JJyskY7O,Poland,,,,,9,,,,,,,
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,Poland,,,,,10,,,,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Poland,,,,,,3,1,1,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Poland,,,,,,4,4,,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Poland,,,,,,5,2,6,6,6,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Poland,,,,,,9,,,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Poland,,,,,,10,,,,,,
Fetish (feat. Gucci Mane),Selena Gomez,0XLOf9LhyazPX9Ld8jPiUq,Poland,,,,,,,7,,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Poland,,,,,,,9,4,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Poland,,,,,,,10,,,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Poland,,,,,,,,2,1,4,5,10
Nostalgia,Taco Hemingway,1AU7nfy6iBbNt7rrgSglOZ,Poland,,,,,,,,3,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Poland,,,,,,,,5,8,,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Poland,,,,,,,,7,5,,,
Chodź,Taco Hemingway,2a0u6wN15zIfSzgfhbsjd1,Poland,,,,,,,,8,,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Poland,,,,,,,,9,4,2,8,
Tlen,Taco Hemingway,2Z07zp7rbrWfIRbYeaQnWL,Poland,,,,,,,,10,,,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Poland,,,,,,,,,2,1,3,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Poland,,,,,,,,,3,,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Poland,,,,,,,,,7,8,,
Candy,Quebonafide,7hRsWeey4zosKz2ris2cHI,Poland,,,,,,,,,9,10,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Poland,,,,,,,,,10,,,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Poland,,,,,,,,,,3,1,1
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Poland,,,,,,,,,,5,2,4
Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,Poland,,,,,,,,,,7,6,
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Poland,,,,,,,,,,9,,
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Poland,,,,,,,,,,,4,5
Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,Poland,,,,,,,,,,,9,
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Poland,,,,,,,,,,,10,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Poland,,,,,,,,,,,,2
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Poland,,,,,,,,,,,,3
Merry Christmas Everyone - Remastered,Shakin' Stevens,2ISl1zekPsc26sUQpVt8UB,Poland,,,,,,,,,,,,6
Him & I (with Halsey),G-Eazy,5k38wzpLb15YgncyWdTZE4,Poland,,,,,,,,,,,,8
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Austria,1,1,1,1,3,,,,,,,
Alone,Alan Walker,0JiVRyTJcJnmlwCZ854K4p,Austria,2,7,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Austria,3,4,8,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Austria,4,9,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Austria,5,3,7,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Austria,6,2,5,5,,,,,,,,
Shed a Light,Robin Schulz,1cG0umU5TKStygKsPFZ9pY,Austria,7,,,,,,,,,,,
Bad Ideas,Alle Farben,76gwG061wqdatYhicO2hG4,Austria,8,,,,,,,,,,,
Solo Dance,Martin Jensen,6HUnnBwYZqcED1eQztxMBN,Austria,9,5,10,,,,,,,,,
Call On Me - Ryan Riback Extended Remix,Starley,78rIJddV4X0HkNAInEcYde,Austria,10,10,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Austria,,6,,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Austria,,8,2,2,5,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Austria,,,3,3,7,,,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Austria,,,4,7,,,,,,,,
Tuesday,Burak Yeter,7abpmGpF7PGep2rDU68GBR,Austria,,,6,6,,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Austria,,,9,4,10,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Austria,,,,8,1,2,5,,,,,
You Don't Know Me - Radio Edit,Jax Jones,00lNx0OcTJrS3MKHcB80HY,Austria,,,,9,,,,,,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,Austria,,,,10,9,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Austria,,,,,2,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Austria,,,,,4,8,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Austria,,,,,6,4,7,,,,,
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,Austria,,,,,8,,,,,,,
OK,Robin Schulz,3bWAqKDWg6u1davspr5IkS,Austria,,,,,,1,2,4,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Austria,,,,,,3,1,2,6,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Austria,,,,,,5,4,7,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Austria,,,,,,6,,,,,,
Little Hollywood,Alle Farben,1f3flfdU4VDM2OBDD2FMia,Austria,,,,,,7,,,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Austria,,,,,,9,10,,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Austria,,,,,,10,6,5,,,,
More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,Austria,,,,,,,3,,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,Austria,,,,,,,8,6,,,,
Mama,Jonas Blue,4xlrALxuaCf9yZBHJeTSG6,Austria,,,,,,,9,,,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Austria,,,,,,,,1,1,2,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Austria,,,,,,,,3,2,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Austria,,,,,,,,8,,,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Austria,,,,,,,,9,,,,
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,Austria,,,,,,,,10,,,,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Austria,,,,,,,,,3,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Austria,,,,,,,,,4,8,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Austria,,,,,,,,,5,9,,
Senorita,Kay One,5OHOykHs3Ct2pgbqod8uMD,Austria,,,,,,,,,7,,,
I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,Austria,,,,,,,,,8,5,,
Without You (feat. Sandro Cavazza),Avicii,6WbADFqMvR8N5u0BvtsWQE,Austria,,,,,,,,,9,,,
Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,Austria,,,,,,,,,10,10,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Austria,,,,,,,,,,1,4,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Austria,,,,,,,,,,3,2,2
Was Du Liebe nennst,Bausa,4hKWUzhQWsOkgT6LnDEASe,Austria,,,,,,,,,,4,1,1
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Austria,,,,,,,,,,6,3,4
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Austria,,,,,,,,,,7,6,
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Austria,,,,,,,,,,,5,
Let You Down,NF,6mrKP2jyIQmM0rw6fQryjr,Austria,,,,,,,,,,,7,7
Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,Austria,,,,,,,,,,,8,
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Austria,,,,,,,,,,,9,
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Austria,,,,,,,,,,,10,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Austria,,,,,,,,,,,,3
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Austria,,,,,,,,,,,,5
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Austria,,,,,,,,,,,,6
Sag Nix,RAF Camora,4m973PBeKbRIMCdLypmPWz,Austria,,,,,,,,,,,,8
Merry Christmas Everyone - Remastered,Shakin' Stevens,2ISl1zekPsc26sUQpVt8UB,Austria,,,,,,,,,,,,9
Gotham City,RAF Camora,2axf5shPhjS8qdaGr5MWaS,Austria,,,,,,,,,,,,10
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Portugal,1,7,,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Portugal,2,1,1,2,4,6,8,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Portugal,3,8,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Portugal,4,2,4,,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Portugal,5,5,,,,,,,,,,
I Feel It Coming,The Weeknd,5GXAXm5YOmYT0kL5jHvYBt,Portugal,6,6,,,,,,,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,Portugal,7,10,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Portugal,8,,9,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Portugal,9,4,6,10,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Portugal,10,,,,,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Portugal,,3,2,1,1,8,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Portugal,,9,3,4,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Portugal,,,5,3,9,,,,,,,
Cold,Maroon 5,5NNlUMcOEOdoOIwwaWXv0k,Portugal,,,7,5,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Portugal,,,8,,,,,,,,,
Olha a Explosão,MC Kevinho,6m2LNopVJKsvBB9l7Z1rwn,Portugal,,,10,,,,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,Portugal,,,,6,5,10,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Portugal,,,,7,3,4,9,,,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,Portugal,,,,8,7,7,,,,,,
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,Portugal,,,,9,,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Portugal,,,,,2,,,,,,,
Amar pelos Dois,Salvador Sobral,3UjSOJ00E1eLMcayBm827Q,Portugal,,,,,6,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Portugal,,,,,8,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Portugal,,,,,10,,,,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Portugal,,,,,,1,4,10,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Portugal,,,,,,2,2,5,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Portugal,,,,,,3,3,6,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,Portugal,,,,,,5,5,2,2,6,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Portugal,,,,,,9,1,3,9,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Portugal,,,,,,,6,1,1,10,,
Unforgettable,French Montana,1F2HXIJrE2Xn81OzT2zZvW,Portugal,,,,,,,7,,,,,
Felices los 4,Maluma,0qYTZCo5Bwh1nsUFGZP3zn,Portugal,,,,,,,10,4,4,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Portugal,,,,,,,,7,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Portugal,,,,,,,,8,,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Portugal,,,,,,,,9,3,1,4,4
1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,Portugal,,,,,,,,,5,5,,
